No.,Jenis Perkara,Usia Penggugat,Usia Tergugat,Pendidikan Terakhir Penggugat,Pendidikan Terakhir Tergugat,Pekerjaan Penggugat,Pekerjaan tergugat,Usia Pernikahan,jumlah anak,Alasan Perceraian,Hasil putusan perkara,,,,,
1089,CG,26,34,SMA,SMA,t.a,Security,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1090,CG,31,30,SMA,SMA,t.a,Penjual Buah,10,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1091,CT,27,29,SMK,D3,Security,PNS,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1092,CG,43,45,S1,SMA,t.a,POLRI,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1093,CG,20,26,SMP,SMA,Penjual Pakaian,Karyawan,4,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1094,CG,34,47,SMP,SD,t.a,Karyawan,9,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1095,CT,45,49,SMA,S1,Karyawan,PNS,7,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1096,CG,22,31,SMP,SD,t.a,t.a,8,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1097,CT,59,49,S1,SD,Pensiunan,Tukang Jahit,7 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1098,CG,25,26,SMP,SMP,t.a,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
1099,CG,20,20,SMP,SMP,t.a,t.a,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1100,CG,31,36,SMA,SMA,t.a,Petani Tambak,14,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1101,CG,21,27,D3,D3,t.a,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1102,CG,37,37,SMA,SMP,Karyawan,Petani,14,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1103,CG,20,24,SD,SD,t.a,t.a,1,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1104,CT,30,18,SMA,SMP,Karyawan,t.a,2,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1105,CG,20,21,SMK,SMK,t.a,Supir,5 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1106,CG,23,31,SMA,D3,t.a,Security,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1107,CG,23,41,SD,SD,t.a,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
1108,CT,43,50,SD,SD,Tukang Cukur,Penjual Beras,16,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1109,CG,29,31,SMA,SD,Penjual Pakaian,Penjual Ikan,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1110,CT,23,27,SMK,SMK,t.a,Makelar,5,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1111,CG,36,53,SMA,SD,t.a,Petani Tambak,17,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1112,CG,22,32,SMP,SMA,Karyawan,Pelaut,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1113,CT,30,26,SMA,SD,Pengusaha,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1114,CG,43,43,t.a,SD,Pembantu,t.a,21,3,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1115,CG,28,33,SD,SMA,t.a,Supir,10,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1116,CG,45,45,SD,SMP,t.a,Buruh Bangunan,32,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1117,CG,29,27,D2,SMA,t.a,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1118,CT,56,51,SD,SD,Petani Tambak,Penjual Kue,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1119,CT,26,32,SMA,SMP,Wiraswasta,Wiraswasta,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
1120,CT,43,52,SMP,SMP,Petani,t.a,18,3,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
1121,CT,42,45,SMA,SMA,Karyawan,t.a,18,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1122,CG,43,46,SMP,SD,t.a,t.a,26,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1123,CG,35,37,SMA,SMA,Karyawan,Penjual,16,3,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1124,CG,42,52,SMP,SMP,Penjual Kue,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1125,CG,25,31,SMA,SD,t.a,Petani,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1126,CG,19,32,SMA,SMA,Karyawan,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1127,CG,18,25,SD,SMP,t.a,Petani,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1128,CG,34,36,SMP,SMA,t.a,PNS,18,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1129,CG,31,37,SMA,SMA,Karyawan,t.a,13,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1130,CT,41,21,SMA,SMP,Karyawan,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1131,CG,25,29,SMP,SD,Karyawan,Petani,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1132,CG,48,44,SD,SMA,Penjual Nasi,Penjual Rokok,20,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1133,CG,36,37,SMK,SMA,t.a,POLRI,13,3,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1134,CG,21,30,SD,SMA,t.a,Cleaning Service,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1135,CG,31,35,D3,SMK,t.a,t.a,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1136,CG,18,30,SMP,SD,t.a,Petani,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1137,CT,23,20,SMA,SMA,Honorer,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1138,CT,27,24,S1,SMA,Karyawan,Karyawan,6 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1139,CG,23,26,SD,SMA,t.a,Buruh Bangunan,3,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1140,CG,25,31,SD,SMA,t.a,t.a,4,0,Mabuk,Cerai,,,,,
1141,CG,27,32,SD,SD,Karyawan,Buruh Bangunan,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1142,CG,20,24,SD,SMA,Karyawan,Penjual Pakaian,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1143,CG,24,30,SD,SMK,Karyawan,Karyawan,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1144,CG,24,30,SMA,SD,t.a,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1145,CT,36,26,D2,SMP,Karyawan,Karyawan,9,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1146,CG,21,22,SMA,SMK,t.a,Karyawan,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1147,CG,21,25,SMA,SMA,t.a,TNI,1,1,Poligami,Cerai,,,,,
1148,CG,43,46,SMP,SMA,t.a,t.a,22,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1149,CG,23,24,SMA,SD,t.a,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1150,CG,36,35,D3,SMA,Karyawan,Karyawan,10,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1151,CG,27,30,D3,S1,PNS,Makelar,5,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1152,CG,30,33,SD,SMA,t.a,Buruh Bangunan,10,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1153,CT,30,33,SMA,SMA,?,t.a,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1154,CG,42,44,SD,SMP,t.a,Karyawan,24,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1155,CG,33,34,SD,SD,t.a,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1156,CT,35,41,SMP,SMA,Karyawan,Karyawan,12,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1157,CG,46,48,Tt.a,SD,t.a,Petani,28,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1158,CG,44,42,SMP,SD,t.a,Nelayan,24,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1159,CG,21,43,SD,SMA,Karyawan,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1160,CG,40,39,SMA,SMK,t.a,t.a,4,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1161,CT,60,47,D3,S1,t.a,Pengusaha,28,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1162,CG,34,43,SD,SD,t.a,Petani,20,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1163,CG,43,48,SD,SD,t.a,Petani,21,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1164,CG,26,25,SMA,SMP,Penjual Pakaian,Petani,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1165,CG,18,20,SD,SD,t.a,Buruh Bangunan,19,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1166,CG,35,31,SMA,SD,Honorer,Petani,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1167,CG,31,41,SMA,SMA,kKa,Usaha Bengkel,13,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1168,CG,48,56,SMP,SD,t.a,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1169,CG,25,32,SMK,SMA,K,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1170,CG,23,23,SD,SD,Karyawan,Petani,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1171,CG,46,47,SD,SMA,t.a,Tukang Ojek,26,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1172,CG,28,34,SMA,SMA,t.a,Security,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1173,CG,20,28,SD,SD,K,Petani,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1174,CT,32,34,SMP,SMA,Karyawan,Karyawan,14,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1175,CT,41,44,SMP,SMA,t.a,t.a,21,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1176,CG,31,37,SD,SD,t.a,Petani,8,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1177,CG,27,27,S1,S1,Marketing,PNS,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1178,CT,70,30,D3,SD,Pensiunan,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1179,CT,24,18,SMA,SMP,K,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1180,CT,48,25,t.a,SD,Petani,Petani,1,0,Ekonomi,Cerai,,,,,
1181,CG,37,29,SMP,SMA,t.a,t.a,4,0,Murtad,Cerai,,,,,
1182,CG,36,37,SMK,SMA,t.a,POLRI,13,3,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1183,CT,35,41,SMA,STM,Karyawan,t.a,14,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1184,CG,33,31,SMA,SMA,t.a,t.a,9,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1185,CG,21,24,SMA,SMA,Karyawan,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1186,CG,26,29,SMK,SD,Karyawan,t.a,5,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1187,CG,27,31,S1,S1,t.a,t.a,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1188,CG,25,22,SMA,SMA,Petani,t.a,4,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1189,CT,46,40,SMA,SMA,Karyawan,Usaha Café,21,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1190,CT,19,33,SMA,SD,Karyawan,Penjual Sate,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1191,CG,45,43,SMA,SD,Honorer,Petani,1,0,Cacat Badan,Cerai,,,,,
1192,CG,24,42,SMP,SMA,t.a,Penjual Beras,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1193,CG,22,21,SMP,SD,t.a,Supir,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1194,CG,55,55,SD,SMA,Penjual Pakaian,t.a,33,2,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1195,CG,26,30,SMP,SMP,t.a,t.a,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1196,CG,31,34,SD,SD,Karyawan,t.a,10,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1197,CG,47,34,S1,SMA,PNS,Supir,6,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1198,CG,29,35,SMP,SMA,Penjual Pakan Ayam,Penjual Pakan Ayam,12,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1199,CG,37,48,SMA,S1,PNS,PNS,14,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1200,CT,78,57,SD,SD,Petani,t.a,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1201,CG,36,44,SD,SD,t.a,Buruh Harian,13,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1202,CG,30,30,SMA,SMA,Karyawan PT,Supir Daerah,9,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1203,CG,31,41,SMP,SMA,Karyawan Toko,t.a,12,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1204,CG,40,47,SD,SD,Pembantu Rumah tangga,Buruh Bangunan,25,6,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1205,CT,37,32,SMA,SMP,Karyawan PT,Karyawan PT,10,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1206,CT,29,22,SMA,SMA,Karyawan PT,t.a,2,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1207,CG,24,26,SMK,SD,Karyawan PT,Buruh Bangunan,4,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1208,CG,47,57,SMA,SD,Penjual Pakaian Anak,t.a,34,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1209,CG,32,40,SD,SD,t.a,Petani,13,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1210,CG,37,52,SD,SD,t.a,Petani,17,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1211,CT,46,38,SD,SMP,Petani,t.a,24,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1212,CG,39,40,SMA,SMA,Operator SPBU,Security,16,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1213,CT,43,42,SD,SD,Buruh Bangunan,t.a,22,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1214,CG,29,25,S1,S1,Honorer,Karyawan PT,1,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1215,CG,20,27,SMP,SMA,t.a,Kuli Bangunan,4,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1216,CG,22,27,SD,S1,t.a,Karyawan Warkop,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1217,CG,47,51,SMA,S1,t.a,PNS,27,3,Ekonomi,Tidak Cerai,,,,,
1218,CT,41,38,S1,S1,Kepala Sekolah SD,t.a,18,3,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1219,CG,70,60,SD,SD,t.a,Nelayan,20,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1220,CG,27,33,SMA,SMA,t.a,t.a,10,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1221,CG,36,49,SMP,SMA,t.a,Kuli Bangunan,10,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1222,CG,24,26,SMA,D3,t.a,t.a,2,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1223,CG,23,28,SMA,SMA,Karyawan Gudang,Pedagang Ayam Potong,4,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1224,CG,31,33,SD,SD,t.a,Buruh Harian,11,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1225,CT,27,23,SMA,SMA,Karyawan Indogrosir,SPG,2,0,Meninggalkan Salah Satu pIhak,Tidak Cerai,,,,,
1226,CG,23,29,SMA,SMA,Karyawan PT,t.a,3,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1227,CG,47,51,SD,SD,Petani,t.a,32,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1228,CG,48,58,SMP,SMA,t.a,Petani,30,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1229,CG,30,43,SD,SD,t.a,Buruh Bangunan,12,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1230,CG,20,25,SMP,SMA,t.a,Petani,4,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1231,CG,26,36,SMP,SMP,t.a,Buruh Bangunan,9,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1232,CG,34,41,SMA,SMA,Karyawan PT,Grab,10,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1233,CT,40,37,SD,SMP,Penjual Sayur,t.a,14,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1234,CG,28,40,SD,SMA,t.a,Karyawan PT,11,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1235,CG,22,34,SMP,SMA,t.a,Petani,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1236,CG,54,58,SLTA,D3,t.a,Kontraktor,26,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1237,CG,35,34,SD,SMP,t.a,Supir,10,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1238,CG,47,63,SMA,S1,Pedagang,Pensiunan PNS,5,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1239,CG,40,40,S1,SMK,Marketing,Tukang Ojek,16,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1240,CG,31,41,SD,SD,t.a,Karyawan PT,10,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1241,CG,26,44,SMA,SD,t.a,Nelayan,6,0,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1242,CG,44,44,SLTP,SLTP,t.a,Buruh Harian,24,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1243,CG,23,33,SD,SD,t.a,Petani,9,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1244,CG,36,34,SMP,SMP,t.a,Petani,11,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1245,CG,43,43,S1,SMA,Honorer,Petani,24,3,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1246,CG,25,36,SD,SD,t.a,Petani,8,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1247,CG,23,31,tdk,tdk,t.a,Wiraswasta,7,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1248,CT,45,36,SD,SMP,Buruh Bangunan,Buruh Bangunan,18,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1249,CG,51,55,SMA,SMP,Pedagang,Petani,26,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1250,CT,32,32,SMA,S1,Petani,t.a,6,1,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1251,CT,36,35,tdk,tdk,Wiraswasta,t.a,7,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1252,CG,40,36,tdk,tdk,Wiraswasta,Wiraswasta,11,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1253,CG,25,36,SMP,SD,Pengasuh Anak,Petani,6,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1254,CG,24,22,SD,SD,Kasir,t.a,3,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1255,CG,43,47,SMP,SMA,Karyawan PT,Pedagang Pakaian,16,3,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1256,CG,38,38,SMA,SMA,Staff Kantor Desa,Pedagang,17,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1257,CG,28,35,SMP,SMA,t.a,Buruh Bangunan,8,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1258,CG,28,38,SMP,SMA,t.a,Karyawan SPBU,9,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1259,CG,39,42,SLTP,STM,Karyawan PT,Nelayan,13,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1260,CG,22,37,SD,SD,t.a,Petani,5,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1261,CG,45,48,SMA,SMP,t.a,Buruh Harian,21,4,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1262,CG,31,26,SD,SD,t.a,Buruh Bangunan,13,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1263,CG,36,36,SMP,SMP,t.a,Petani,14,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1264,CG,23,24,SD,SMK,t.a,Bengkel Motor,2,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1265,CT,31,31,SMA,SMA,Kepala Toko,t.a,3,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1266,CG,26,33,S1,SD,Staff Perpus,Petani,3,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1267,CG,26,31,SMP,SMA,t.a,Supir,8,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1268,CG,26,35,SMP,SMA,Karyawan,Supir,8,2,Madat,Cerai,,,,,
1269,CG,20,22,SMA,SD,t.a,Petani,3,1,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1270,CT,48,43,SMP,SMA,Pedagang,t.a,11,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1271,CG,25,28,SMK,SMA,t.a,Avsec bandara,3,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1272,CG,20,24,SMK,SMK,t.a,Pengelolah Warung Makan,1,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1273,CT,26,24,S1,S1,Honorer,Honorer,1,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1274,CG,22,28,SMP,SD,Penjaga Toko,Buruh Bangunan,6,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1275,CG,34,32,SMA,SD,t.a,Buruh Bangunan,6,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1276,CG,45,47,SMA,S1,Karyawan,PNS,26,4,Perselisihan dan pertengkaran terus menerus,Gugur,,,,,
1277,CT,30,27,SMK,SMA,Karyawan,t.a,4,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1278,CG,22,25,D3,D3,Honorer,Karyawan,3,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1279,CG,27,33,S1,SMA,t.a,t.a,4,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1280,CG,30,30,S1,SMK,Honorer,Karyawan,6,1,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1281,CT,46,45,SMA,S1,Buruh Harian,Honorer,25,4,Poligami,Cerai,,,,,
1282,CG,39,38,SD,SD,t.a,Petani Tambak,9,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1283,CG,22,27,SMP,SD,Karyawan,Buruh Harian,6,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1284,CG,29,36,SMK,SMA,t.a,Karyawan,9,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1285,CG,20,22,SMA,SD,t.a,Petani,3,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1286,CG,40,42,SMP,SMP,Penjual,Penjual,15,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1287,CT,33,34,SD,SMP,t.a,t.a,12,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1288,CT,25,25,SMK,SMA,Karyawan,Pedagang Pakaian Online,2,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1289,CG,26,28,SMK,SD,t.a,Pedagang,6,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1290,CT,27,22,SMP,SMP,Pengrajin Aquarium,t.a,6,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1291,CT,30,30,SMA,tdk,Wiraswasta,t.a,9,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1292,CG,22,37,SMA,SD,Karyawan,Buruh Bangunan,3,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1293,CG,22,24,SMA,SMP,t.a,Petani,5,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1294,CG,18,23,SMP,SMA,t.a,t.a,1,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1295,CG,45,43,SMA,SMA,t.a,Karyawan,22,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1296,CG,22,65,SMP,SMA,t.a,t.a,3,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1297,CT,27,24,SMA,SMP,Supir,t.a,4,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1298,CG,40,40,S1,SMA,t.a,Kepala Dusun,18,3,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1299,CT,33,33,SMK,S1,TNI,t.a,9,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1300,CG,34,41,SMA,SMA,Karyawan,Supir,15,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1301,CG,22,37,SMA,SMA,Karyawan Toko,t.a,7,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1302,CG,50,47,SMA,SMP,t.a,t.a,5,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1303,CG,24,29,SMA,SD,Kader Posyandu,t.a,6,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1304,CG,32,33,SMA,SMA,t.a,Karyawan Bandara,13,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1305,CT,37,30,SMA,SMA,Karyawan PT,t.a,4,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1306,CG,21,26,SMA,SMK,t.a,t.a,3,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1307,CT,38,26,SMA,SMP,Honorer,t.a,6,2,Meninggalkan Salah Satu pIhak,Tidak Cerai,,,,,
