No.,Jenis Perkara,Usia Penggugat,Usia Tergugat,Pendidikan Terakhir Penggugat,Pendidikan Terakhir Tergugat,Pekerjaan Penggugat,Pekerjaan tergugat,Usia Pernikahan,jumlah anak,Alasan Perceraian,Hasil putusan perkara
1320,CG,21,41,MAN,SMA,t.a,Penjual Kayu,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1321,CT,24,20,SMP,SMP,Petani,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1322,CG,37,45,SMU,SMA,t.a,Petani,18,2,Ekonomi,Cerai
1323,CG,30,33,S1,SMK,PNS,Polri,8,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1324,CG,26,31,D3,S1,Honorer,Honorer,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1325,CG,44,46,Sd,SD,t.a,Karyawan PT,26,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1326,CT,39,35,SMK,SMK,Karyawan PT,Pengusaha,16,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1327,CG,30,36,SMP,SD,t.a,Tukang Ojek,13,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1328,CG,27,28,SMA,SMA,Karyawan PT,Karyawan RM,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1329,CG,21,28,SMP,SD,t.a,Nelayan,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1330,CG,46,54,SD,SMA,t.a,Petani,27,4,Ekonomi,Cerai
1331,CG,25,28,SMA,SD,t.a,Petani,17,1,Ekonomi,Cerai
1332,CG,51,55,S1,SMA,PNS DPPKB,PNS Kehutanan,29,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1333,CG,26,38,SMA,SMA,t.a,t.a,5,0,Meninggalkan Salah Satu Pihak,Cerai
1334,CG,41,53,SD,SD,t.a,t.a,9,0,Ekonomi,Cerai
1335,CG,20,34,MAN,SMA,t.a,t.a,2,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1336,CG,25,29,S1,S1,Honorer,Honorer,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1337,CG,30,31,SMA,SMA,t.a,Supir,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1338,CG,23,34,SMA,SMA,Karyawan PT,t.a,6,1,Meninggalkan Salah Satu Pihak,Cerai
1339,CT,35,23,SD,SMP,Buruh Ekspedisi,t.a,11,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1340,CG,22,29,SMK,SMA,Mahasiswa,Nelayan,3,0,Meninggalkan Salah Satu Pihak,Cerai
1341,CG,24,33,SMP,SMA,t.a,Karyawan PT,9,0,Ekonomi,Cerai
1342,CG,38,33,SMA,SMA,t.a,t.a,9,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1343,CT,36,26,D3,D3,Karyawan PT,Honorer,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1344,CG,32,28,D2,SMA,t.a,Karyawan PT,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1345,CG,22,25,SMP,SD,t.a,Supir,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1346,CG,26,30,t.a,t.a,Wiraswasta,Karyawan,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1347,CG,32,42,SD,SMP,t.a,Buruh Bangunan,13,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1348,CG,31,44,S1,SMA,Karyawan CV,t.a,5,1,Meninggalkan Salah Satu Pihak,Cerai
1349,CG,47,50,t.a,t.a,t.a,Wiraswasta,17,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1350,CG,19,27,SD,SMP,t.a,Karyawan PT,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1351,CT,50,54,S1,S1,PNS Perum,Dinas BMKG,23,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1352,CT,52,44,S1,SMA,Honorer,t.a,20,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1353,CG,20,27,SMP,SD,Karyawan Konter,Ojek Bentor,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1354,CT,28,24,SD,SD,Buruh Harian,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1355,CG,40,41,SMA,D3,t.a,Supir,12,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1356,CG,33,43,D3,SMA,Honorer,t.a,11,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1357,CG,37,44,SMU,SMU,Kasir,Penjual Barang Campuran,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1358,CG,18,28,SD,SMA,Karyawan Toko,Karyawan Toko,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1359,CT,29,26,SD,S1,Pemborong,Karyawan RM,4,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1360,CG,44,44,SD,SD,Pedagang,Penjual Ikan,23,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1361,CG,29,21,SMP,SMP,Pedagang,Pedagang,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1362,CG,27,27,SD,SD,t.a,Petani,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1363,CG,38,43,SMP,SMP,t.a,Karyawan,7,1,Ekonomi,Cerai
1364,CG,24,27,S1,SMK,t.a,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1365,CG,30,37,SMP,SD,Karyawan PT,Buruh Harian,5,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1366,CG,31,29,S1,SMA,Honorer,Petani,8,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1367,CG,29,31,SMA,SMA,Karyawan,Penjual,11,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1368,CG,23,35,SMK,S1,Staf Notari,Karyawan PT,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1369,CT,28,29,SD,SMP,Buruh Harian,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1370,CG,17,20,SMP,SD,t.a,t.a,1,0,Kawin Paksa,Cerai
1371,CT,32,28,SMA,D3,TNI AD,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1372,CG,23,65,SMP,SD,t.a,Buruh Harian,6,1,Mabu,Cerai
1373,CG,23,35,SMP,SMA,t.a,Pelayaran,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1374,CG,31,32,SD,SMP,Karyawan PT,t.a,7,1,KDRT,Cerai
1375,CG,38,43,SMU,S1,Pedagang,Karyawan PT,19,5,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1376,CG,39,30,D2,S1,t.a,Supir,8,2,Ekonomi,Cerai
1377,CT,52,53,STM,SMA,TNI AU,t.a,27,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1378,CT,32,27,t.a,t.a,TNI,Karyawan,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1379,CG,40,43,SD,SD,t.a,Petani,21,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1380,CG,28,32,SMA,SMA,t.a,Pedagang,11,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1381,CG,20,43,SMK,S2,Mahasiswa,PNS,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1382,CG,40,43,SD,SD,t.a,Supir,18,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1383,CG,42,42,SD,SMA,Karyawan,Peternak Sapi,15,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1384,CG,26,39,SD,SD,t.a,Petani,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1385,CG,40,44,SMA,SMA,Pedagang,Supir,9,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1386,CG,30,37,SMA,SMP,Karyawan PT,Supir,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1387,CG,28,37,SMP,SMP,Karyawan PT,Wartawan,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1388,CG,24,32,SD,SD,Karyawan PT,Supir,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1389,CT,29,26,SMK,SMA,Optik,Karyawan,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1390,CT,38,26,SMA,SMU,Karyawan PT,t.a,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1391,CG,33,35,SMA,STM,Karyawan Toko,Pedagang,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1392,CG,19,28,SD,SD,t.a,Supir,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1393,CG,23,27,SD,SD,t.a,Buruh Harian,4,0,KDRT,Cerai
1394,CG,18,31,SD,SD,t.a,Manajer,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1395,CG,26,30,SD,SD,t.a,Petani,9,1,Meninggalkan Salah Satu Pihak,Cerai
1396,CT,25,24,SD,SMA,Pedagang,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1397,CT,25,24,SD,SMP,Supir,t.a,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1398,CT,30,30,SMA,SMP,Karyawan PT,Karyawan PT,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1399,CG,31,37,SMA,SD,Penjual Barang Campuran,Buruh Harian,8,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1400,CG,29,33,D3,SMA,Penjual Barang Campuran,t.a,5,2,Kawin Paksa,Cerai
1401,CG,32,36,SMA,SMA,t.a,Pengusaha Depot Air,11,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1402,CT,24,19,SMK,SMA,Honorer,t.a,2,1,Ekonomi,Cerai
1403,CT,25,33,SMA,SMA,Karyawan PT,Salon Kecantikan,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1404,CG,33,36,SMA,MAN,Pengusaha Kue,t.a,9,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1405,CG,31,32,SMP,SMU,Karyawan,Pedagang,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1406,CG,17,21,SMP,SD,t.a,Buruh Harian,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1407,CG,22,22,SMA,SMA,Karyawan,Security,3,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1408,CG,32,38,SD,SMP,t.a,Supir,13,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1409,CG,41,52,SMA,S1,Pelatih Senam,PNS,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1410,CG,25,28,SMA,SMK,Karyawan,Karyawan PT,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1411,CG,24,22,SMP,SD,t.a,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1412,CT,27,28,SMA,S1,Karyawan PT,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1413,CG,23,30,SMA,S1,t.a,t.a,6,0,Kawin Paksa,Cerai
1414,CG,23,29,SMA,SD,Karyawan PT,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1415,CG,32,32,SD,SMP,t.a,Supir,6,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1416,CT,34,40,SD,SD,Depot Air Minum,t.a,1,0,Kawin Paksa,Cerai
1417,CG,29,28,SD,SD,t.a,Petani,8,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1418,CG,31,36,SD,SD,t.a,t.a,14,0,Meninggalkan Salah Satu Pihak,Cerai
1419,CG,31,38,D3,SMP,Karyawan PT,t.a,8,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1420,CG,32,41,SD,SD,t.a,Penangkap Kupu-kupu,9,1,Meninggalkan Salah Satu Pihak,Cerai
1421,CG,30,42,SD,SD,Karyawan PT,Nelayan,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1422,CG,41,49,SMA,SMA,Karyawan PT,TNI AU,23,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1423,CG,21,26,SMA,SMA,t.a,Penjual Ayam Potong,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1424,CG,30,38,t.a,SMP,Karyawan PT,Buruh Harian,13,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1425,CG,43,48,SMA,SMA,t.a,Kontraktor,13,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1426,CT,42,43,SMA,SMA,Pengelola Percetakan,t.a,16,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1427,CG,19,33,SD,SD,Karyawan RM,Tukang Ojek,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1428,CG,20,23,SMK,SMA,t.a,Karyawan PT,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1429,CG,38,25,t.a,SMP,t.a,Buruh Harian,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1430,CG,33,33,SMA,SMA,t.a,Penjual Barang Campuran,12,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1431,CT,31,18,S1,SMP,Wartawan,t.a,1,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1432,CG,25,26,SD,SD,Karyawan PT,Petani,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1433,CG,41,40,SMA,SMA,t.a,Penjual Martabak,10,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1434,CG,33,33,SMP,SD,t.a,Buruh Harian,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1435,CG,36,39,SD,SD,t.a,Pemborong Bangunan,9,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1436,CG,22,36,SMP,t.a,t.a,Nelayan,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1437,CT,28,25,SD,SMA,Penggali Sumur Bor,t.a,6,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1438,CG,32,33,S1,SMA,Pegawai BUMN,Karyawan PT,8,2,Kawin Paksa,Cerai
1439,CG,27,29,SMA,SMP,Karyawan Toko Roti,Supir,8,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1440,CG,27,28,MAN,MAN,Karyawan,Karyawan PT,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1441,CT,24,18,SMA,SMP,Buruh Harian,t.a,4 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1442,CG,45,48,S1,STM,PNS,Kontraktor,22,2,Meninggalkan Salah Satu Pihak,Cerai
1443,CG,16,24,SMP,SD,t.a,Supir,1,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1444,CG,24,30,SMA,SMA,Karyawan CV,Marketing,5,0,KDRT,Cerai
1445,CG,25,31,SMA,SMA,t.a,t.a,3,1,Ekonomi,Cerai
1446,CG,33,30,SMA,SMP,t.a,Buruh Harian,9,0,Meninggalkan Salah Satu Pihak,Cerai
1447,CT,59,64,t.a,t.a,Pensiunan PNS,Pensiunan PNS,43,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1448,CT,40,44,SMA,SMA,Penjual Barang Campuran,t.a,24,2,Meninggalkan Salah Satu Pihak,Cerai
1449,CG,29,29,SMP,SD,t.a,t.a,6,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1450,CT,21,20,SMK,SMP,Buruh Harian,t.a,1,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1451,CT,39,38,SMA,t.a,Buruh Harian,t.a,17,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1452,CG,39,33,S1,SMA,Notaris,Security,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1453,CG,22,32,S1,S1,Karyawan,Security,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1454,CG,18,26,SMP,SMA,Karyawan,Security,1,1,Ekonomi,Cerai
1455,CG,37,39,S1,S1,Honorer,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1456,CG,26,30,SD,SD,t.a,Petani,8,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1457,CG,31,26,SD,SD,t.a,Petani,2,0,Ekonomi,Cerai
1458,CG,27,30,SMU,SMU,t.a,Supir,4,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1459,CG,38,44,SD,SD,t.a,Petani,23,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1460,CG,30,38,SD,SD,t.a,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1461,CT,25,30,SMA,SD,Honorer,t.a,4,2,Ekonomi,Cerai
1462,CG,63,78,t.a,t.a,t.a,t.a,11,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1463,CG,44,39,SMA,SMA,t.a,Pengusaha Limbah,14,1,Ekonomi,Cerai
1464,CG,30,38,SD,SD,t.a,Penjual Barang Campuran,11,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1465,CG,21,26,SMP,SD,t.a,Buruh Harian,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1466,CG,25,31,SMP,S1,t.a,Kontraktor,8,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1467,CG,42,45,SMA,SMA,t.a,Honorer,7,2,Ekonomi,Cerai
1468,CG,21,24,SMK,SD,t.a,Petani,3,1,Mabuk,Cerai
1469,CG,26,35,SMP,SMK,Karyawan,Penjual Ayam Potong,8,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1470,CG,45,43,SMP,SD,t.a,Petani,18,2,Mabuk,Cerai
1471,CG,35,30,SD,SMA,t.a,Honorer,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1472,CT,24,26,SMA,SD,Petani,t.a,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1473,CG,35,33,SMA,SD,Karyawan,Supir,10,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1474,CG,18,33,SD,SMP,t.a,Supir,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1475,CT,30,28,SD,SMA,Karyawan,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1476,CG,20,38,SD,SD,Karyawan Toko,Petani,3,1,Meninggalkan Salah Satu Pihak,Cerai
1477,CG,29,28,SMA,SD,t.a,Supir,9,1,Judi,Cerai
1478,CG,23,22,SMA,SMA,t.a,Petani,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1479,CT,27,23,SMK,SMP,Karyawan PT,t.a,4,1,Ekonomi,Cerai
1480,CG,30,38,SD,SMA,t.a,Security,10,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1481,CT,40,38,S1,S2,Securoty,PNS,12,5,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1482,CT,35,35,SMK,S1,Staf Pesantren,Honorer,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1483,CT,29,24,SMA,SMP,Buruh Harian,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1484,CT,24,23,SMP,SMA,Karyawan,Karyawan,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1485,CT,33,43,Sd,SD,Buruh Harian,t.a,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1486,CG,31,35,SD,SD,t.a,Petani,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1487,CT,37,24,SMP,SMP,Karyawan CV,t.a,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1488,CG,33,37,SMP,SMA,Penjual Minuman,Penjual Minuman,15,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1489,CG,34,34,SMA,SMP,t.a,t.a,13,1,Meninggalkan Salah Satu Pihak,Cerai
1490,CG,47,51,SMA,SMA,t.a,Wartawan,21,1,Meninggalkan Salah Satu Pihak,Cerai
1491,CG,41,44,SMP,SMA,t.a,Karyawan,23,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1492,CT,36,36,SMP,SD,t.a,t.a,14,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1493,CG,27,37,SMA,SMA,t.a,Karyawan PT,10,1,Ekonomi,Cerai
1494,CG,26,39,SMK,SMA,t.a,Bengkel Motor,8,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1495,CG,20,28,SMA,SMA,t.a,Petani,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1496,CG,24,24,SMA,SMA,t.a,t.a,3,1,Meninggalkan Salah Satu Pihak,Cerai
1497,CG,29,37,SMP,SMA,t.a,Penjual Barang,9,2,Ekonomi,Cerai
1498,CG,21,25,SMA,SMA,t.a,Karyawan PT,2 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1499,CG,29,26,SMP,SD,t.a,Supir,8,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1500,CG,21,20,SMP,SMK,t.a,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1501,CG,24,26,SMP,SD,t.a,Pembuat Gigi Palsu,6,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1502,CG,37,35,SMP,SMP,t.a,Buruh Harian,13,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1503,CG,22,22,SMA,SMA,t.a,Penjual Ayam Potong,1,1,Madat,Cerai
1504,CG,30,24,SD,SD,t.a,Buruh Harian,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1505,CG,29,29,S1,S1,Pembuat Kue,Penjual Daging,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1506,CG,34,33,SMU,SD,Penjual Barang Campuran,Honorer Bank,14,1,Ekonomi,Cerai
1507,CT,23,24,SD,SD,Petani,t.a,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1508,CG,21,26,SD,SD,t.a,Buruh Harian,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1509,CG,32,33,SD,SMA,SMA,t.a,13,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1510,CG,38,46,S1,S1,PNS,t.a,18,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1511,CG,23,28,S1,SMA,Honorer,t.a,6,1,KDRT,Cerai
1512,CG,28,34,SMP,SMA,Karyawan RM,Karyawan PT,9,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1513,CG,45,45,SMA,SMA,t.a,Kontraktor,19,1,Poligami,Cerai
1514,CG,26,29,SMA,SMA,t.a,Petani,7,1,Ekonomi,Cerai
1515,CG,31,56,SD,SMA,t.a,Buruh Harian,3,1,Meninggalkan Salah Satu Pihak,Cerai
1516,CG,20,23,SMA,SD,t.a,Buruh Harian,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1517,CG,36,35,S1,SMA,Karyawan PT,Kontraktor,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1518,CG,48,37,S1,SMP,t.a,Bengkel Mobil,6,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1519,CG,40,36,SMA,SMP,Penjual Parfum,Mekanik Mobil,14,1,Ekonomi,Cerai
1520,CG,35,42,SMP,SD,t.a,Petani,16,1,Meninggalkan Salah Satu Pihak,Cerai
1521,CG,23,24,SMA,SMA,Penjual Pakaian,Karyawan PT,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1522,CG,35,36,SMA,SMU,t.a,t.a,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1523,CT,41,44,SMP,SMP,Supir,t.a,9,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1524,CT,31,27,SMA,SMA,t.a,t.a,10,0,Kawin Paksa,Cerai
1525,CG,42,56,SD,SD,t.a,Petani,22,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1526,CG,24,32,Sd,SD,t.a,Nelayan,3,0,Mabuk,Cerai
1527,CG,31,34,SMA,SD,t.a,Supir,12,1,Mabuk,Cerai
1528,CT,32,33,SMP,SD,Buruh Harian,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1529,CT,45,46,SMP,SD,Juru Parkir,t.a,25,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1530,CG,48,50,SD,SD,t.a,Petani,28,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1531,CT,50,42,SMP,SMA,TNI AD,t.a,23,2,Ekonomi,Cerai
1532,CT,31,31,SMP,SMA,Penjual Pakaian,t.a,11,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1533,CG,25,29,SD,SMP,t.a,Ojek,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1534,CG,57,60,SMA,SMA,t.a,t.a,40,7,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1535,CG,20,26,SMP,SD,t.a,Penjual Ikan,4,0,Ekonomi,Cerai
1536,CG,25,35,t.a,t.a,t.a,Petani,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1537,CG,49,41,S1,SMK,PNS,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1538,CG,42,42,SMP,SMA,Penjual Pakaian,Penjual Pakaian,21,5,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1539,CG,29,35,SD,SMP,t.a,Penjual Ikan,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1540,CG,23,29,SMP,SMP,t.a,Buruh Harian,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1541,CG,27,41,SD,SD,t.a,Petani,2 Bulan,0,Kawin Paksa,Cerai
1542,CG,25,32,SMa,SMA,t.a,Petani,3,1,Meninggalkan Salah Satu Pihak,Cerai
1543,CG,38,126,SMP,SD,t.a,t.a,11,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1544,CG,38,38,SD,SMA,Karyawan PT,Ojek Motor,17,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1545,CT,40,31,SD,SD,Petani,t.a,13,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1546,CG,23,28,D3,S1,Mahasiswa,Pemilik Café,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1547,CG,24,33,SMA,SD,Karyawan PT,Karyawan PT,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1548,CG,24,115,D3,SMK,t.a,Security,2,0,KDRT,Cerai
1549,CT,29,30,SD,SD,Petani,t.a,8,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1550,CT,37,36,SMA,SMA,Karyawan PT,t.a,14,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1551,CT,36,42,S1,S1,Karyawan PT,PNS,7 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1552,CG,25,30,SD,SD,Penjual Gorengan,Buruh Harian,2,1,Ekonomi,Cerai
1553,CG,22,30,SMA,SMK,Karyawan PT,Karyawan PT,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1554,CG,28,36,SMA,SMA,t.a,Penjual HP,10,3,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
1555,CG,26,115,SMA,SMA,Honorer,Petani,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
1556,CG,38,38,SD,SD,t.a,Buruh Harian,18,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
